"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.045449255E0,-6.773900241E-2,-3.924419880E-1,-3.356799856E-2,3.996574745E-1
1.049387433E0,-1.031149998E-1,-3.483960032E-1,-7.933600247E-2,3.718960602E-1
1.053325048E0,-1.031149998E-1,-3.483960032E-1,-7.933600247E-2,3.718960602E-1
1.057262587E0,-1.031149998E-1,-3.483960032E-1,-7.933600247E-2,3.718960602E-1
1.061200457E0,-1.031149998E-1,-3.483960032E-1,-7.933600247E-2,3.718960602E-1
1.065138303E0,-1.031149998E-1,-3.483960032E-1,-7.933600247E-2,3.718960602E-1
1.069076149E0,-1.103909984E-1,-3.318639994E-1,-6.951799989E-2,3.565846869E-1
1.073013899E0,-1.103909984E-1,-3.318639994E-1,-6.951799989E-2,3.565846869E-1
1.076951823E0,-1.103909984E-1,-3.318639994E-1,-6.951799989E-2,3.565846869E-1
1.080889976E0,-1.103909984E-1,-3.318639994E-1,-6.951799989E-2,3.565846869E-1
1.084827746E0,-1.103909984E-1,-3.318639994E-1,-6.951799989E-2,3.565846869E-1
1.088765284E0,-1.574960053E-1,-3.292550147E-1,-3.080599941E-2,3.662824948E-1
1.092702823E0,-1.574960053E-1,-3.292550147E-1,-3.080599941E-2,3.662824948E-1
1.096640976E0,-1.574960053E-1,-3.292550147E-1,-3.080599941E-2,3.662824948E-1
1.100578823E0,-1.574960053E-1,-3.292550147E-1,-3.080599941E-2,3.662824948E-1
1.104516669E0,-1.574960053E-1,-3.292550147E-1,-3.080599941E-2,3.662824948E-1
1.108454216E0,-1.901350021E-1,-2.860040069E-1,9.588000365E-3,3.435717403E-1
1.112392062E0,-1.901350021E-1,-2.860040069E-1,9.588000365E-3,3.435717403E-1
1.116329678E0,-1.901350021E-1,-2.860040069E-1,9.588000365E-3,3.435717403E-1
1.120267447E0,-1.901350021E-1,-2.860040069E-1,9.588000365E-3,3.435717403E-1
1.124205293E0,-1.901350021E-1,-2.860040069E-1,9.588000365E-3,3.435717403E-1
1.128144447E0,-1.901350021E-1,-2.860040069E-1,9.588000365E-3,3.435717403E-1
1.132082620E0,-2.900579870E-1,-2.429659963E-1,-2.853000071E-3,3.783837348E-1
1.136020697E0,-2.900579870E-1,-2.429659963E-1,-2.853000071E-3,3.783837348E-1
1.139958928E0,-2.900579870E-1,-2.429659963E-1,-2.853000071E-3,3.783837348E-1
1.143896981E0,-2.900579870E-1,-2.429659963E-1,-2.853000071E-3,3.783837348E-1
1.147834596E0,-3.893130124E-1,-2.409580052E-1,-2.730000124E-4,4.578487265E-1
1.151772750E0,-3.893130124E-1,-2.409580052E-1,-2.730000124E-4,4.578487265E-1
1.155710823E0,-3.893130124E-1,-2.409580052E-1,-2.730000124E-4,4.578487265E-1
